x_share,y_share
.016651848,-.0098771574
.016673241,-.0098861987
.016696379,-.0098959757
.016764883,-.0099248989
.016790271,-.0099355951
.016834227,-.0099541154
.016858088,-.0099641671
.017039025,-.010040328
.01705924,-.010048837
.017243128,-.010126215
.01741997,-.010200607
.017599123,-.01027597
.017781625,-.010352531
.017823596,-.010370106
.0178682,-.010388782
.017908944,-.010405843
.017972164,-.01043219
.018013043,-.010449203
.018045323,-.010462606
.018089741,-.010481046
.018109756,-.010489325
.01814336,-.010503187
.018178936,-.010517851
.018215105,-.010532716
.01825078,-.010547373
.018315675,-.010574
.018378694,-.010599777
.018411394,-.010613144
.018444527,-.010626676
.018459765,-.010632892
.018476084,-.010639547
.018560197,-.010673685
.018628279,-.010701268
.018649256,-.010709755
.01867618,-.010720637
.018688841,-.010725752
.018757984,-.010753666
.018840874,-.010787126
.018854715,-.0107927
.018933883,-.010824585
.018946594,-.010829703
.018959483,-.010834893
.018973151,-.010840394
.018988095,-.010846402
.01900398,-.010852787
.019019634,-.01085908
.01903414,-.010864911
.019048696,-.010870762
.019180525,-.010923534
.01931007,-.010975242
.019436887,-.011025861
.019574033,-.011080602
.019702924,-.011132032
.019734591,-.01114466
.019756019,-.011153188
.019773353,-.011160081
.019805966,-.011173046
.019837739,-.011185677
.0198719,-.011199256
.019906564,-.011213036
.01992701,-.01122115
.020030377,-.011262143
.02013148,-.011302237
.020231375,-.011341852
.020335458,-.011383129
.020444168,-.01142624
.020460038,-.01143253
.020478046,-.011439652
.020495832,-.011446687
.020523107,-.011457472
.020543646,-.01146559
.020559562,-.011471877
.020586833,-.011482636
.020603925,-.011489374
.020622181,-.011496571
.020639459,-.011503384
.020666812,-.011514164
.020732058,-.011539865
.020777518,-.011557741
.02085433,-.011587846
.020869197,-.011593661
.020886315,-.011600335
.02090247,-.011606613
.020918019,-.011612623
.020933101,-.011618452
.020981727,-.011637235
.021030948,-.011656245
.021075388,-.011673411
.021119682,-.011690521
.021165086,-.011708052
.021181004,-.011714187
.021196138,-.011719996
.02121266,-.011726337
.021227855,-.011732168
.021243341,-.011738106
.021258477,-.011743909
.02127335,-.011749611
.021289628,-.011755841
.021291586,-.011756589
.021368675,-.011785988
.021436932,-.011811966
.021569064,-.011862221
.021709073,-.011915455
.021729814,-.011923335
.021731777,-.011924081
.02179943,-.011949756
.021860868,-.011973061
.021879258,-.011980032
.021923656,-.01199686
.022052342,-.012045638
.022181829,-.012094704
.022315968,-.012145531
.022380546,-.012169959
.022429699,-.012188537
.022487631,-.012210429
.022489533,-.012211147
.022508489,-.012218306
.022665795,-.012277668
.022827815,-.01233879
.022989234,-.012399684
.023000864,-.012404068
.023078866,-.012433464
.023153294,-.012461512
.023173435,-.012469093
.02319189,-.012476038
.023211736,-.012483507
.023242949,-.01249525
.023273302,-.012506668
.023304543,-.012518423
.023337021,-.012530642
.023367831,-.012542233
.023525203,-.012601417
.023688085,-.012662674
.023740422,-.012682355
.023750922,-.012686301
.023761388,-.012690235
.023840588,-.01271998
.023897687,-.012741417
.023949249,-.012760771
.023996947,-.012778674
.024065653,-.01280446
.024113515,-.012822422
.024176091,-.012845884
.024198962,-.012854455
.024200793,-.01285514
.024273247,-.012882259
.024339221,-.012906901
.024360545,-.012914863
.024381546,-.012922704
.024453716,-.012949623
.024468902,-.01295528
.024470858,-.012956008
.0244918,-.012963803
.024514383,-.012972206
.024577215,-.012995569
.024588708,-.01299984
.024650909,-.013022896
.024739129,-.013055591
.024796033,-.013076677
.024851201,-.013097084
.024917385,-.013121562
.025007624,-.013154867
.025043149,-.013167975
.025109684,-.013192483
.02516753,-.01321377
.025256149,-.013246373
.025269372,-.013251226
.025334034,-.013274953
.025427369,-.013309184
.025454819,-.013319219
.025511304,-.013339859
.025527585,-.013345806
.025542304,-.013351175
.025627228,-.013382129
.025710955,-.013412637
.025770118,-.013434177
.025825148,-.013454214
.025879992,-.013474182
.025897721,-.013480629
.025986847,-.013512999
.026054798,-.01353768
.026141895,-.013569303
.026204344,-.013591976
.026287856,-.013622296
.026347896,-.01364408
.026356209,-.013647095
.026373683,-.013653432
.026390374,-.013659475
.02640499,-.013664745
.026494816,-.013697104
.026548538,-.013716443
.026562911,-.013721615
.026579103,-.013727442
.026597997,-.013734234
.026628766,-.013745291
.02666411,-.013757992
.026680361,-.013763824
.026739089,-.013784889
.02676907,-.013795624
.026784733,-.013801226
.026908215,-.013845373
.026979387,-.013870765
.027044892,-.013894091
.027068986,-.013902641
.027122503,-.01392163
.027155213,-.013933217
.027165946,-.013937014
.027230138,-.01395971
.027296508,-.013983173
.027316708,-.013990314
.027346598,-.014000862
.027361555,-.014006134
.027387992,-.014015426
.027414348,-.014024689
.027441872,-.014034363
.027468484,-.014043716
.027494838,-.014052979
.027584033,-.014084278
.027651254,-.014107818
.027670205,-.014114434
.027739249,-.014138511
.027773283,-.014150377
.027807774,-.014162401
.027842237,-.014174416
.02787777,-.014186806
.027945079,-.014210255
.028011894,-.014233519
.028044131,-.014244731
.028111573,-.014268176
.028145276,-.014279883
.028217506,-.014304906
.02828523,-.014328309
.028359262,-.014353826
.028428853,-.014377759
.028501762,-.014402767
.028578779,-.014429175
.028587574,-.01443219
.028606808,-.014438782
.028733555,-.014482187
.028861016,-.014525838
.028984856,-.014568246
.029109417,-.014610904
.029233115,-.014653265
.029297251,-.014675204
.029382965,-.014704513
.029449165,-.014727108
.029601239,-.014778918
.02972986,-.014822708
.029814517,-.014851524
.029892629,-.014878086
.029900406,-.014880728
.029924519,-.014888913
.029955294,-.014899358
.029964354,-.014902425
.030050384,-.014931465
.030134911,-.014959965
.030279346,-.015008661
.030396746,-.015048231
.030415941,-.015054691
.030436041,-.015061456
.030456442,-.015068317
.0305331,-.0150941
.030544246,-.015097849
.03069078,-.015146991
.030709475,-.01515326
.030728109,-.015159506
.030812733,-.015187802
.030885007,-.01521196
.030908301,-.015219738
.030981444,-.015244111
.031004708,-.015251856
.031068293,-.015272954
.031142792,-.015297633
.031216262,-.015321957
.031230357,-.015326616
.031292062,-.015347009
.031359769,-.015369385
.031421684,-.015389848
.031488381,-.01541189
.031496074,-.015414433
.031520117,-.015422379
.031594306,-.015446892
.031683873,-.015476457
.031756628,-.015500445
.031898007,-.015547054
.031960722,-.015567716
.031967722,-.015570018
.03204276,-.015594685
.032114401,-.015618213
.032139041,-.015626293
.032157362,-.015632292
.032175958,-.015638383
.032192942,-.015643945
.032268953,-.015668834
.032285992,-.01567441
.032303482,-.015680138
.032309756,-.015682191
.032315999,-.015684232
.032323331,-.015686633
.032328594,-.015688356
.032334253,-.015690209
.032400519,-.015711885
.0324689,-.015734255
.032522257,-.015751708
.032705508,-.015811607
.032733113,-.015820628
.032760829,-.015829684
.032789301,-.015838983
.032819148,-.015848732
.032849446,-.015858626
.03289609,-.015873838
.03294456,-.015889637
.032991271,-.015904864
.033038937,-.015920401
.033059232,-.015927011
.033123977,-.0159481
.033170145,-.015963137
.033322915,-.016012894
.033348102,-.016021088
.033373684,-.016029397
.033424452,-.016045852
.033444986,-.016052492
.033479985,-.016063808
.033503376,-.016071359
.033519264,-.016076479
.033535581,-.016081734
.033676334,-.016127031
.033857103,-.016185164
.03404212,-.016244663
.034057956,-.016249755
.03407691,-.016255844
.034152389,-.016280089
.034228358,-.016304487
.034245458,-.016309978
.034251947,-.016312061
.034438822,-.016371964
.034515545,-.016396508
.034524146,-.016399257
.034541495,-.016404796
.034734972,-.016466493
.034836039,-.016498713
.034916766,-.016524436
.034993861,-.016548999
.035073426,-.016574349
.035117481,-.016588381
.035196003,-.016613157
.035256013,-.016632084
.035322368,-.016652983
.035386875,-.016673291
.035430249,-.016686939
.035449881,-.0166931
.035469607,-.016699288
.035484131,-.01670384
.035503842,-.016710017
.035590146,-.016737036
.035643712,-.016753802
.035664257,-.016760224
.035728712,-.01678035
.035792515,-.016800273
.035800721,-.016802834
.035831563,-.016812457
.035852201,-.016818892
.035920031,-.016839985
.035939693,-.016846091
.036013301,-.016868908
.036092851,-.016893527
.036203824,-.016927855
.036296081,-.016956383
.03638101,-.016982639
.036405817,-.016990291
.036425725,-.016996408
.036504094,-.017020455
.036580756,-.017043978
.036664665,-.017069712
.036739979,-.017092807
.036764912,-.017100452
.036796577,-.017110141
.036821332,-.017117709
.036897764,-.017141053
.036919121,-.017147573
.03698048,-.017166225
.037041079,-.017184639
.037065707,-.017192122
.037070114,-.017193461
.037094653,-.017200911
.037119333,-.017208403
.037146457,-.017216615
.037263248,-.017251946
.037416212,-.017298209
.037476595,-.017316464
.037551723,-.017339153
.037612636,-.017357528
.037650276,-.017368875
.037685771,-.017379576
.03772112,-.017390234
.037755843,-.017400702
.037791982,-.017411599
.037852708,-.017429903
.037879415,-.01743795
.037910447,-.017447287
.038025171,-.017481711
.038123671,-.017511249
.03819748,-.017533312
.038292885,-.01756181
.038389407,-.017590644
.038489573,-.01762055
.038585968,-.017649332
.038742494,-.017696068
.0387577,-.0177006
.038856316,-.017729975
.038948324,-.01775731
.03903757,-.017783815
.039130934,-.017811541
.039206687,-.017833989
.039283589,-.017856769
.039356463,-.017878314
.03944771,-.017905297
.039537597,-.017931875
.039616313,-.017955119
.039621111,-.017956538
.039699174,-.017979549
.039779048,-.018003045
.039855402,-.018025473
.039915349,-.018043069
.039923422,-.018045429
.039931037,-.018047655
.039938517,-.018049845
.039946023,-.018052038
.039954193,-.018054429
.039971597,-.018059507
.039987262,-.018064074
.040001981,-.018068362
.040016353,-.018072549
.040030971,-.018076811
.040045787,-.018081129
.040078688,-.018090701
.040234338,-.018135969
.0402738,-.018147435
.040313426,-.018158948
.040383391,-.018179217
.040454414,-.01819979
.040523879,-.018219907
.040596545,-.018240947
.040604297,-.01824319
.040682964,-.018265955
.040763929,-.018289385
.040843777,-.018312491
.040995684,-.018356429
.041038349,-.018368769
.041052077,-.018372741
.041092806,-.018384522
.041136134,-.018397054
.041186836,-.018411705
.041227046,-.018423321
.041298661,-.018443966
.041324146,-.018451311
.041408319,-.018475562
.041446928,-.018486673
.041543458,-.018514445
.041584656,-.018526291
.041623235,-.018537387
.041662417,-.018548651
.041774765,-.018580914
.041855656,-.018604113
.041873921,-.018609352
.041891798,-.01861445
.04190965,-.018619539
.041971687,-.018637216
.042038351,-.018656207
.042122845,-.018680263
.042141378,-.018685535
.042160142,-.018690869
.042175174,-.018695138
.042193618,-.018700376
.042211801,-.018705534
.042273439,-.018723022
.042343326,-.018742822
.042357463,-.018746821
.042427242,-.018766541
.042446423,-.018771961
.042509377,-.018789742
.042632978,-.01882465
.042652044,-.018830035
.042672109,-.018835701
.042691819,-.018841267
.042711116,-.018846717
.042730417,-.018852169
.042811569,-.018875081
.042874221,-.018892754
.04288746,-.018896488
.042907402,-.018902104
.043009188,-.018930759
.043017469,-.018933088
.043026078,-.018935515
.043033984,-.018937739
.043041967,-.018939987
.043124229,-.01896311
.043132991,-.018965565
.043147799,-.018969713
.043181058,-.018979026
.043252826,-.0189991
.043375026,-.019033188
.043391738,-.019037852
.043541826,-.019079696
.043577224,-.019089563
.043609604,-.019098591
.043632474,-.019104961
.043653019,-.019110676
.043677729,-.019117543
.043772075,-.019143736
.043806929,-.019153407
.043839183,-.019162357
.043874919,-.01917227
.043909237,-.019181788
.043944214,-.019191492
.043979809,-.019201359
.044016693,-.019211587
.044102579,-.019235322
.044195492,-.019261003
.044293717,-.019288134
.044386413,-.01931368
.044480029,-.019339481
.044499677,-.019344887
.044588316,-.019369269
.044674564,-.019392993
.044756021,-.019415379
.044837896,-.019437876
.044925049,-.019461783
.045004427,-.019483555
.045096777,-.019508887
.045192931,-.019535264
.045289788,-.019561829
.045340199,-.019575635
.045488078,-.019616121
.045573942,-.019639563
.045667119,-.019665001
.04574896,-.019687315
.045782514,-.019696459
.045877222,-.01972218
.045897517,-.019727692
.046024393,-.019762134
.046137568,-.019792842
.046259522,-.019825919
.046330418,-.0198451
.046403073,-.019864757
.04652039,-.0198965
.046624966,-.019924741
.046704631,-.019946245
.046766832,-.019963033
.046844106,-.019983843
.046915174,-.02000298
.04703502,-.020035191
.047113366,-.020056186
.047211666,-.020082517
.047236077,-.020089043
.047294177,-.020104554
.047362674,-.020122832
.047428355,-.020140348
.047492083,-.020157345
.047540892,-.020170363
.047610819,-.020189011
.047679715,-.020207386
.047743663,-.020224441
.04780864,-.020241763
.047867563,-.020257456
.047883291,-.02026164
.047907952,-.020268198
.047974337,-.020285817
.048122767,-.020325191
.048140969,-.020330012
.048200633,-.020345788
.048319872,-.020377297
.048335306,-.020381372
.048480857,-.020419741
.04849463,-.020423369
.048526775,-.020431839
.048623305,-.020457212
.048719887,-.020482598
.048818864,-.020508613
.048916247,-.020534208
.049015835,-.020560384
.049036216,-.020565741
.049148891,-.020595342
.049163036,-.02059905
.049171105,-.020601165
.049179301,-.02060331
.049187351,-.020605421
.049196031,-.020607697
.049204819,-.020609999
.049253438,-.020622713
.049348697,-.020647507
.049418181,-.020665569
.049481694,-.020682033
.049564961,-.020703599
.049710706,-.020741321
.049803067,-.020765146
.049894854,-.020788798
.049983785,-.020811714
.050071422,-.020834295
.050159924,-.02085699
.050246999,-.020879313
.050256651,-.020881787
.050370045,-.020910833
.050483201,-.020939814
.050596762,-.020968903
.050608803,-.020971978
.050701499,-.020995602
.050803948,-.0210217
.050828062,-.021027813
.050852727,-.02103406
.050954133,-.021059709
.050978441,-.021065844
.051010396,-.021073889
.051035311,-.021080159
.05109524,-.021095227
.051176425,-.021115625
.051223524,-.021127459
.051268753,-.021138821
.051294886,-.021145379
.051328424,-.021153795
.051470052,-.021189336
.051621504,-.021227233
.051681906,-.021242341
.051839028,-.021281594
.051884431,-.021292925
.051915847,-.021300765
.051949609,-.021309191
.051980775,-.021316968
.052012969,-.021325001
.052044839,-.021332957
.052144732,-.021357862
.05224824,-.021383639
.052388415,-.021418484
.052421425,-.021426687
.052500188,-.021446263
.052576579,-.021465249
.052636895,-.021480227
.052781869,-.021516163
.052908845,-.021547621
.052969038,-.021562532
.053046063,-.021581573
.053122416,-.021600453
.053145226,-.021606091
.053223509,-.021625435
.053335574,-.02165309
.053369112,-.021661356
.053511102,-.021696325
.053526089,-.021700013
.053633817,-.021726474
.053659115,-.021732684
.053776398,-.021761477
.053889219,-.021789175
.054006204,-.021817893
.054019529,-.02182116
.054033134,-.021824496
.05404789,-.021828113
.054061167,-.021831369
.054075751,-.021834943
.054101031,-.021841133
.054167189,-.021857204
.054171991,-.021858372
.054191019,-.021862991
.054218929,-.021869762
.054251969,-.021877769
.054347984,-.021901026
.054357812,-.021903405
.054415002,-.021917259
.054434363,-.021921948
.054534089,-.021946052
.054640327,-.021971729
.054794025,-.022008741
.054955442,-.022047509
.055030551,-.022065535
.055187922,-.022103254
.055289749,-.022127654
.055312,-.022132983
.055414759,-.022157596
.055511698,-.022180803
.055608593,-.022203986
.055631388,-.022209439
.055654995,-.022215087
.055678606,-.022220738
.055701301,-.022226166
.05572553,-.022231963
.055748146,-.022237364
.055768661,-.022242257
.055826541,-.022256069
.055931393,-.022281075
.05595424,-.022286512
.05603883,-.022306621
.056132883,-.022328977
.05628885,-.022366012
.056472097,-.022409493
.056658976,-.022453832
.056843989,-.022497732
.057037465,-.022543613
.057218235,-.02258648
.057241879,-.022592086
.057318188,-.022610176
.057404917,-.022630738
.057464827,-.022644939
.057488468,-.022650544
.057569407,-.022669731
.057592284,-.022675155
.05766923,-.022693396
.057745129,-.022711391
.057822134,-.022729645
.057877176,-.022742687
.05801148,-.022774456
.058170438,-.022812057
.058278181,-.022837531
.058371097,-.022859486
.058433656,-.022874253
.058502,-.022890378
.058665097,-.022928853
.058689363,-.022934573
.058712091,-.022939932
.058828019,-.022967262
.058998473,-.023007426
.059084069,-.023027502
.059169218,-.023047473
.059254553,-.023067486
.059339404,-.023087384
.059425626,-.023107603
.059454694,-.023114415
.059569597,-.023141254
.059686299,-.023168474
.059736133,-.023180095
.059796922,-.023194272
.059826612,-.023201188
.059975326,-.023235774
.060060229,-.023255495
.06027101,-.023304455
.060486272,-.023354448
.060691211,-.023402026
.060893815,-.023449045
.061103005,-.023497567
.061158534,-.023510445
.061214257,-.023523368
.061243501,-.023530148
.061378885,-.023561476
.061397962,-.023565883
.061458148,-.023579774
.061481301,-.023585115
.061495595,-.023588402
.061516371,-.023593172
.061546024,-.023599979
.061609466,-.023614537
.061676212,-.02362984
.061698828,-.023635013
.061729249,-.023641963
.06174795,-.023646232
.061814714,-.023661455
.061879545,-.023676237
.061948873,-.023692042
.062014796,-.023707073
.062091071,-.023724431
.062232718,-.023756661
.062247276,-.023759974
.062280167,-.023767451
.062395737,-.023793677
.062505566,-.023818601
.062625602,-.023845825
.062745072,-.023872923
.06285803,-.02389854
.062948011,-.023918943
.063050106,-.023942055
.063064627,-.023945341
.063156858,-.023966184
.063246839,-.023986494
.063261136,-.023989711
.063351452,-.02400998
.063448764,-.024031824
.063541569,-.024052652
.063640364,-.024074825
.063668668,-.024081156
.0636966,-.024087407
.063710906,-.024090605
.06387379,-.024126917
.063909315,-.02413482
.063938394,-.024141291
.063967064,-.024147667
.063994803,-.024153836
.064005211,-.024156144
.064015754,-.02415848
.064038128,-.024163421
.064060792,-.024168421
.064083353,-.024173398
.064106666,-.024178538
.064129092,-.02418348
.064192265,-.024197387
.064253189,-.024210794
.064334296,-.024228632
.064398497,-.024242749
.064422213,-.024247959
.064486817,-.024262138
.064556189,-.024277342
.06458015,-.024282591
.064606689,-.024288405
.064628966,-.024293281
.064636603,-.024294948
.06464313,-.024296369
.064649634,-.024297787
.064655527,-.024299074
.064661011,-.02430027
.06469205,-.024307027
.064718477,-.024312781
.064781129,-.024326412
.064864434,-.024344509
.064927056,-.024358107
.064931117,-.024358988
.064954832,-.024364138
.064975254,-.024368571
.065048017,-.024384348
.065210037,-.024419425
.065336935,-.024446819
.065357186,-.024451187
.065379255,-.02445595
.065399788,-.024460379
.065430716,-.024467045
.065495871,-.024481073
.065519653,-.024486192
.065643065,-.024512658
.065712199,-.024527466
.065782323,-.024542477
.065849677,-.024556896
.065917909,-.024571503
.065984786,-.024585817
.066046409,-.024599003
.066070616,-.024604179
.066094257,-.024609234
.066118166,-.024614349
.06614323,-.02461971
.066271774,-.02464718
.066286258,-.024650266
.066307232,-.024654739
.066338532,-.024661392
.066360615,-.024666082
.06639345,-.024673058
.066440828,-.024683105
.066492841,-.024694135
.06654036,-.024704212
.066588931,-.024714513
.066696554,-.024737323
.066818684,-.024763169
.066885158,-.024777215
.066916808,-.0247839
.066976815,-.024796568
.067053169,-.02481268
.067105189,-.024823647
.067157835,-.024834735
