ln_wealth,log_hazard
17.971357,-3.0130739
17.972336,-3.0139608
17.975952,-3.0148475
17.976149,-3.0157349
17.976688,-3.0166233
17.981096,-3.0175135
17.983206,-3.0184033
17.983698,-3.0192938
17.98439,-3.0201852
17.984636,-3.0210786
17.985991,-3.0219715
17.987703,-3.0228653
17.989157,-3.0237598
17.991348,-3.0246551
17.99231,-3.0255525
17.992889,-3.0264497
17.996685,-3.0273473
17.99922,-3.0282459
18.000198,-3.0291464
18.003988,-3.0300467
18.006104,-3.0309477
18.008308,-3.0318496
18.008371,-3.0327535
18.00856,-3.0336568
18.009636,-3.0345612
18.00979,-3.0354662
18.013042,-3.0363734
18.013269,-3.0372801
18.014425,-3.0381877
18.015162,-3.0390961
18.01528,-3.0400066
18.017899,-3.0409167
18.020365,-3.0418274
18.020592,-3.0427392
18.021372,-3.0436516
18.022032,-3.0445664
18.024609,-3.0454805
18.027399,-3.0463955
18.027399,-3.0473113
18.027399,-3.0482295
18.027399,-3.0491469
18.027414,-3.0500653
18.030714,-3.0509846
18.033934,-3.0519059
18.034754,-3.0528269
18.035532,-3.0537486
18.036528,-3.0546713
18.037603,-3.0555961
18.041605,-3.0565205
18.043016,-3.0574455
18.043133,-3.0583715
18.047945,-3.0592997
18.051176,-3.0602276
18.051332,-3.0611563
18.052057,-3.0620856
18.053509,-3.0630159
18.060572,-3.0639486
18.062632,-3.0648806
18.062847,-3.0658135
18.065826,-3.0667474
18.066776,-3.0676835
18.068365,-3.068619
18.068396,-3.0695555
18.069136,-3.0704927
18.069149,-3.0714324
18.071779,-3.0723715
18.072102,-3.0733113
18.080362,-3.0742524
18.080681,-3.0751953
18.082314,-3.076138
18.08342,-3.0770814
18.087099,-3.0780261
18.088907,-3.0789726
18.091427,-3.0799189
18.094936,-3.0808659
18.098373,-3.0818138
18.099957,-3.0827627
18.100283,-3.083714
18.100613,-3.0846646
18.10932,-3.0856164
18.111284,-3.0865688
18.111553,-3.0875235
18.112564,-3.0884778
18.123245,-3.0894332
18.125599,-3.0903893
18.12966,-3.0913477
18.138321,-3.0923057
18.142738,-3.0932646
18.145098,-3.0942245
18.148006,-3.0951865
18.148806,-3.0961483
18.148819,-3.0971107
18.148819,-3.0980744
18.148832,-3.0990403
18.149343,-3.1000056
18.149343,-3.1009719
18.149343,-3.1019392
18.149343,-3.1029074
18.149343,-3.1038778
18.14983,-3.1048479
18.150219,-3.105819
18.153351,-3.106791
18.153711,-3.1077652
18.157053,-3.1087391
18.15756,-3.1097138
18.15773,-3.1106896
18.157822,-3.1116676
18.15851,-3.1126454
18.160725,-3.1136241
18.160809,-3.1146035
18.164125,-3.1155856
18.164755,-3.1165669
18.165466,-3.1175494
18.165905,-3.1185329
18.166834,-3.1195188
18.167484,-3.1205041
18.167528,-3.1214905
18.167683,-3.1224778
18.167696,-3.123466
18.167774,-3.1244566
18.172424,-3.125447
18.17671,-3.1264381
18.177696,-3.1274304
18.18095,-3.1284251
18.183529,-3.1294193
18.184845,-3.1304145
18.186321,-3.1314106
18.187134,-3.1324091
18.18726,-3.1334074
18.18726,-3.1344066
18.18726,-3.1354067
18.18726,-3.1364093
18.188335,-3.1374114
18.191204,-3.1384146
18.195835,-3.1394188
18.197227,-3.1404254
18.202137,-3.1414316
18.202631,-3.1424389
18.202637,-3.1434472
18.203953,-3.1444564
18.206348,-3.145468
18.208334,-3.1464794
18.212492,-3.1474917
18.212559,-3.148505
18.212942,-3.1495209
18.213787,-3.1505363
18.214615,-3.1515527
18.214628,-3.15257
18.214628,-3.15359
18.216326,-3.1546097
18.216677,-3.1556301
18.217438,-3.1566517
18.218296,-3.157676
18.218414,-3.1586998
18.219984,-3.1597245
18.21999,-3.1607502
18.220879,-3.1617785
18.221014,-3.1628065
18.221014,-3.1638355
18.221014,-3.1648655
18.221014,-3.1658967
18.221031,-3.1669302
18.222189,-3.1679635
18.222986,-3.1689978
18.223242,-3.1700332
18.223404,-3.1710711
18.224482,-3.1721087
18.225845,-3.1731472
18.226978,-3.1741869
18.227785,-3.1752293
18.229631,-3.1762712
18.231657,-3.177314
18.232456,-3.1783581
18.233257,-3.1794047
18.233303,-3.1804509
18.234045,-3.1814983
18.235109,-3.1825466
18.235197,-3.1835976
18.238342,-3.1846483
18.238359,-3.1856999
18.238794,-3.1867528
18.240202,-3.1878068
18.241949,-3.1888633
18.246613,-3.1899195
18.246624,-3.1909769
18.246637,-3.1920352
18.246637,-3.1930962
18.246672,-3.1941569
18.248116,-3.1952186
18.252136,-3.1962814
18.25322,-3.1973472
18.254946,-3.1984122
18.255695,-3.1994786
18.256407,-3.200546
18.258385,-3.201616
18.258621,-3.2026858
18.258738,-3.2037568
18.259111,-3.2048287
18.262383,-3.2059033
18.26281,-3.2069778
18.263515,-3.2080534
18.26523,-3.2091298
18.271299,-3.2102077
18.271879,-3.2112882
18.272413,-3.2123682
18.273884,-3.2134497
18.274738,-3.2145321
18.27573,-3.2156172
18.281839,-3.216702
18.284037,-3.217788
18.28616,-3.2188752
18.286709,-3.2199652
18.286709,-3.2210548
18.286709,-3.2221456
18.286709,-3.2232375
18.286709,-3.2243321
18.287493,-3.2254264
18.287857,-3.226522
18.288748,-3.2276187
18.289326,-3.228718
18.289511,-3.2298172
18.289661,-3.2309177
18.289682,-3.2320192
18.289785,-3.2331219
18.292564,-3.2342274
18.298502,-3.2353327
18.301304,-3.2364392
18.302999,-3.2375469
18.303314,-3.2386572
18.304359,-3.2397673
18.307823,-3.2408788
18.307823,-3.2419913
18.307833,-3.2431066
18.307833,-3.2442217
18.307844,-3.2453382
18.308212,-3.2464557
18.308884,-3.247576
18.309872,-3.2486961
18.31105,-3.2498174
18.31105,-3.2509401
18.311062,-3.252064
18.311062,-3.2531905
18.311062,-3.254317
18.312004,-3.2554448
18.313452,-3.2565737
18.315596,-3.2577055
18.318186,-3.2588367
18.319191,-3.2599697
18.319649,-3.2611036
18.320177,-3.2622406
18.321899,-3.2633772
18.322363,-3.2645152
18.32271,-3.2656543
18.329334,-3.2667966
18.329803,-3.2679384
18.334644,-3.2690814
18.334721,-3.270226
18.338259,-3.2713733
18.341259,-3.2725203
18.342478,-3.2736688
18.343248,-3.2748184
18.349257,-3.2759695
18.349539,-3.2771235
18.351555,-3.2782772
18.351877,-3.2794321
18.351898,-3.2805884
18.354937,-3.2817478
18.355257,-3.2829068
18.362791,-3.2840672
18.363157,-3.285229
18.364101,-3.2863936
18.364735,-3.2875581
18.365093,-3.2887239
18.36755,-3.289891
18.368902,-3.2910612
18.369808,-3.2922311
18.373274,-3.2934022
18.374983,-3.294575
18.375196,-3.2957506
18.375422,-3.296926
18.37628,-3.2981029
18.376585,-3.2992809
18.378098,-3.3004606
18.379108,-3.3016431
18.379665,-3.3028255
18.381601,-3.3040092
18.381773,-3.3051944
18.384483,-3.3063824
18.384909,-3.3075705
18.385338,-3.3087597
18.385365,-3.3099506
18.385727,-3.3111444
18.388601,-3.3123381
18.39016,-3.3135331
18.390654,-3.3147297
18.392466,-3.3159292
18.394917,-3.3171287
18.39529,-3.3183293
18.396347,-3.3195317
18.396839,-3.3207371
18.399683,-3.3219421
18.402254,-3.3231487
18.402649,-3.3243568
18.402674,-3.3255663
18.402935,-3.3267791
18.403803,-3.3279915
18.404388,-3.3292055
18.405029,-3.3304207
18.406126,-3.3316393
18.41062,-3.3328578
18.412809,-3.3340776
18.41291,-3.335299
18.416964,-3.3365235
18.417234,-3.3377478
18.418758,-3.3389738
18.418859,-3.3402009
18.419399,-3.3414316
18.41951,-3.3426619
18.419512,-3.3438938
18.419512,-3.3451271
18.421753,-3.3463638
18.42244,-3.3476002
18.422632,-3.3488383
18.425257,-3.3500779
18.428648,-3.3513188
18.433132,-3.3525631
18.4345,-3.3538072
18.434687,-3.3550529
18.435141,-3.3563004
18.435816,-3.3575509
18.437519,-3.3588011
18.438492,-3.3600531
18.439737,-3.3613067
18.443085,-3.3625634
18.44383,-3.3638201
18.444534,-3.3650782
18.44471,-3.3663383
18.44775,-3.3676014
18.44813,-3.3688643
18.448929,-3.3701289
18.449764,-3.3713951
18.451132,-3.3726647
18.453913,-3.373934
18.454788,-3.375205
18.459146,-3.3764777
18.45915,-3.3777521
18.460854,-3.3790298
18.461391,-3.3803072
18.462503,-3.3815866
18.463596,-3.3828673
18.464151,-3.3841515
18.465033,-3.3854356
18.467039,-3.3867214
18.469156,-3.3880088
18.469479,-3.3892996
18.469479,-3.3905904
18.469479,-3.3918827
18.469488,-3.3931768
18.469488,-3.3944743
18.470251,-3.3957717
18.471697,-3.3970709
18.472038,-3.3983717
18.474325,-3.3996761
18.476793,-3.4009802
18.477034,-3.4022861
18.477755,-3.4035938
18.478251,-3.4049032
18.482574,-3.4062159
18.489687,-3.4075286
18.490002,-3.4088433
18.490431,-3.4101593
18.495073,-3.4114792
18.501314,-3.4127989
18.501818,-3.4141204
18.502832,-3.4154434
18.503874,-3.4167702
18.504879,-3.418097
18.505995,-3.4194255
18.507507,-3.4207556
18.508593,-3.4220896
18.508921,-3.4234233
18.509996,-3.4247589
18.510164,-3.4260962
18.510887,-3.4274373
18.511244,-3.4287782
18.512667,-3.4301209
18.51479,-3.4314654
18.515549,-3.4328117
18.515553,-3.4341619
18.515564,-3.4355118
18.515585,-3.4368637
18.515728,-3.4382174
18.515873,-3.4395747
18.516481,-3.440932
18.516781,-3.4422913
18.516882,-3.4436522
18.517635,-3.4450169
18.517889,-3.4463818
18.519516,-3.4477484
18.521963,-3.4491167
18.522461,-3.450489
18.524563,-3.4518614
18.525654,-3.4532354
18.526237,-3.4546113
18.527258,-3.4559913
18.527433,-3.457371
18.528278,-3.4587526
18.528307,-3.4601364
18.528337,-3.4615219
18.529192,-3.4629114
18.531668,-3.4643006
18.536057,-3.465692
18.536783,-3.4670854
18.536783,-3.4684825
18.536783,-3.4698796
18.536783,-3.4712787
18.536783,-3.4726799
18.541443,-3.4740849
18.543583,-3.4754899
18.543674,-3.4768968
18.544968,-3.4783058
18.545391,-3.4797187
18.550516,-3.4811318
18.550919,-3.4825466
18.553703,-3.4839637
18.554853,-3.4853845
18.557665,-3.4868054
18.55933,-3.4882286
18.560608,-3.4896536
18.561747,-3.4910808
18.561962,-3.4925117
18.562128,-3.493943
18.563719,-3.4953761
18.566355,-3.4968114
18.566597,-3.4982507
18.566856,-3.4996903
18.567505,-3.5011318
18.571348,-3.5025752
18.573935,-3.5040228
18.57515,-3.5054708
18.576044,-3.5069206
18.580585,-3.5083725
18.584763,-3.5098286
18.588293,-3.5112848
18.591284,-3.512743
18.594961,-3.5142035
18.597178,-3.5156682
18.606564,-3.5171328
18.610962,-3.5185997
18.613604,-3.5200686
18.618637,-3.5215399
18.618719,-3.5230153
18.621807,-3.5244908
18.632132,-3.5259686
18.635162,-3.5274484
18.635195,-3.5289326
18.635502,-3.530417
18.635748,-3.5319033
18.638361,-3.533392
18.639572,-3.5348852
18.64155,-3.5363781
18.646435,-3.5378735
18.646677,-3.5393713
18.646824,-3.5408733
18.650232,-3.5423753
18.650593,-3.5438797
18.651371,-3.5453863
18.653418,-3.5468974
18.658396,-3.5484087
18.658789,-3.5499222
18.659986,-3.5514379
18.662626,-3.5529561
18.670334,-3.5544786
18.671572,-3.5560012
18.67207,-3.5575264
18.673803,-3.5590537
18.674067,-3.5605855
18.674856,-3.5621176
18.675152,-3.563652
18.677076,-3.5651889
18.678551,-3.56673
18.683025,-3.5682716
18.684725,-3.5698154
18.686132,-3.5713618
18.688402,-3.5729127
18.688532,-3.5744636
18.688669,-3.5760171
18.689802,-3.5775731
18.690502,-3.5791314
18.697313,-3.5806944
18.703482,-3.5822575
18.70475,-3.5838232
18.705832,-3.5853913
18.70689,-3.5869641
18.708509,-3.5885372
18.712313,-3.5901127
18.712524,-3.5916905
18.713686,-3.5932734
18.714209,-3.5948563
18.716375,-3.596442
18.718351,-3.5980299
18.722395,-3.5996227
18.723795,-3.6012158
18.72448,-3.6028113
18.72448,-3.6044097
18.724487,-3.6060126
18.724501,-3.6076159
18.724552,-3.6092217
18.725986,-3.6108303
18.727486,-3.6124413
18.730669,-3.6140573
18.730886,-3.6156735
18.733118,-3.6172924
18.735369,-3.6189139
18.738882,-3.6205404
18.740931,-3.6221671
18.744392,-3.6237967
18.748383,-3.6254287
18.749332,-3.6270659
18.750116,-3.6287034
18.750185,-3.6303434
18.750338,-3.6319864
18.752293,-3.6336341
18.754995,-3.6352823
18.756367,-3.6369333
18.76193,-3.638587
18.762249,-3.6402459
18.764992,-3.6419051
18.769831,-3.6435671
18.770052,-3.6452317
18.770517,-3.6468992
18.771463,-3.6485717
18.771978,-3.650245
18.774071,-3.6519208
18.77442,-3.6535995
18.774565,-3.6552835
18.780312,-3.6569676
18.781113,-3.6586549
18.781393,-3.6603451
18.782045,-3.6620402
18.783592,-3.6637361
18.789579,-3.6654348
18.79064,-3.6671364
18.791637,-3.668843
18.792166,-3.6705506
18.793915,-3.6722608
18.795374,-3.673974
18.800232,-3.6756926
18.80356,-3.6774118
18.805256,-3.6791339
18.809446,-3.6808589
18.809546,-3.6825869
18.817949,-3.6843204
18.822432,-3.6860545
18.832541,-3.6877913
18.833584,-3.6895316
18.833914,-3.691277
18.836926,-3.6930232
18.839897,-3.6947725
18.844095,-3.6965246
18.848675,-3.6982825
18.852644,-3.7000408
18.853411,-3.7018025
18.868023,-3.703567
18.868572,-3.7053373
18.869703,-3.707108
18.877705,-3.7088821
18.881001,-3.7106593
18.881542,-3.7124422
18.884974,-3.7142258
18.887636,-3.7160125
18.887798,-3.7178023
18.887882,-3.7195954
18.888962,-3.7213943
18.889978,-3.7231939
18.890221,-3.7249968
18.890224,-3.7268028
18.896358,-3.7286148
18.896379,-3.7304273
18.896408,-3.7322433
18.899206,-3.7340624
18.900328,-3.7358875
18.900948,-3.7377136
18.904825,-3.7395427
18.908665,-3.7413752
18.908697,-3.7432137
18.911804,-3.7450531
18.920593,-3.7468958
18.92086,-3.7487419
18.922747,-3.7505939
18.922754,-3.7524469
18.924976,-3.7543035
18.925053,-3.7561631
18.926317,-3.7580266
18.931496,-3.759896
18.93223,-3.7617662
18.93466,-3.7636399
18.941008,-3.7655172
18.94562,-3.7674007
18.946255,-3.7692852
18.946911,-3.7711732
18.947937,-3.7730646
18.948164,-3.7749624
18.949696,-3.7768612
18.950008,-3.7787635
18.950909,-3.7806695
18.952084,-3.7825816
18.960058,-3.7844949
18.96253,-3.7864118
18.965746,-3.7883325
18.965816,-3.7902594
18.967442,-3.7921875
18.970167,-3.7941191
18.975149,-3.7960546
18.978354,-3.7979939
18.981752,-3.7999394
18.983252,-3.8018863
18.984344,-3.8038368
18.985994,-3.8057911
18.992531,-3.8077521
18.992857,-3.8097141
18.99297,-3.8116801
18.995394,-3.8136499
18.996277,-3.8156264
18.997721,-3.8176038
18.998472,-3.8195853
19.001959,-3.8215709
19.004158,-3.8235631
19.006563,-3.8255563
19.007111,-3.8275537
19.008097,-3.829555
19.009951,-3.8315632
19.010109,-3.8335726
19.010344,-3.8355861
19.011648,-3.8376036
19.01292,-3.8396251
19.020056,-3.8416536
19.024321,-3.8436835
19.02463,-3.8457172
19.038191,-3.8477554
19.041199,-3.8498003
19.041208,-3.8518469
19.041456,-3.8538973
19.042009,-3.8559523
19.043434,-3.8580141
19.04369,-3.8600774
19.04488,-3.8621449
19.049677,-3.8642168
19.053133,-3.8662958
19.053514,-3.8683765
19.057814,-3.8704612
19.061113,-3.8725505
19.063629,-3.8746469
19.065378,-3.8767447
19.067795,-3.8788471
19.077217,-3.880954
19.085711,-3.8830652
19.088852,-3.8851838
19.09288,-3.8873041
19.098761,-3.8894286
19.100155,-3.8915579
19.105459,-3.8936946
19.107603,-3.895833
19.10792,-3.8979759
19.109112,-3.9001234
19.118242,-3.9022787
19.134958,-3.9044354
19.138067,-3.9065969
19.14411,-3.9087629
19.148174,-3.9109368
19.15377,-3.9131124
19.154192,-3.9152927
19.165718,-3.9174778
19.166691,-3.9196706
19.167305,-3.9218652
19.169563,-3.9240649
19.173044,-3.9262691
19.177446,-3.9284785
19.179199,-3.9306955
19.181196,-3.9329145
19.183914,-3.9351385
19.185818,-3.9373674
19.187956,-3.9396045
19.188332,-3.9418433
19.188389,-3.9440873
19.190369,-3.9463363
19.190495,-3.9485934
19.191481,-3.9508526
19.193254,-3.9531169
19.194666,-3.9553862
19.205219,-3.957664
19.208502,-3.9599438
19.213673,-3.9622285
19.216263,-3.9645188
19.218653,-3.9668174
19.220469,-3.9691181
19.221722,-3.9714243
19.226656,-3.9737356
19.228813,-3.9760523
19.237623,-3.9783776
19.237715,-3.9807053
19.250893,-3.9830382
19.255917,-3.9853766
19.257343,-3.9877238
19.259348,-3.9900732
19.259535,-3.9924281
19.261213,-3.9947886
19.265076,-3.9971578
19.268095,-3.9995296
19.273653,-4.0019069
19.27562,-4.0042901
19.281277,-4.0066819
19.282328,-4.0090766
19.289063,-4.0114765
19.292217,-4.0138826
19.293316,-4.0162978
19.293644,-4.0187154
19.299488,-4.0211387
19.300354,-4.0235682
19.300713,-4.0260034
19.301918,-4.0284476
19.302202,-4.0308952
19.303246,-4.0333481
19.304064,-4.0358076
19.307106,-4.0382762
19.310019,-4.0407476
19.310364,-4.0432248
19.324785,-4.0457087
19.33152,-4.048202
19.335594,-4.0506978
19.338659,-4.0532002
19.341692,-4.0557089
19.343626,-4.0582271
19.345367,-4.0607486
19.345488,-4.0632763
19.346279,-4.0658102
19.346567,-4.0683541
19.35104,-4.0709009
19.359797,-4.0734544
19.360151,-4.0760145
19.36228,-4.0785809
19.365213,-4.0811577
19.372026,-4.0837374
19.37211,-4.0863242
19.373362,-4.0889173
19.373898,-4.0915208
19.374495,-4.0941272
19.376427,-4.0967407
19.37657,-4.0993614
19.38031,-4.1019921
19.381851,-4.1046262
19.382215,-4.1072674
19.385015,-4.1099157
19.386311,-4.1125746
19.391338,-4.1152368
19.393295,-4.1179061
19.39744,-4.1205826
19.399916,-4.1232662
19.400938,-4.1259608
19.401405,-4.1286592
19.401505,-4.1313643
19.401642,-4.1340775
19.401781,-4.1368012
19.403282,-4.1395288
19.403463,-4.1422639
19.409288,-4.1450067
19.413906,-4.1477604
19.413969,-4.1505184
19.414377,-4.1532836
19.42042,-4.1560564
19.428087,-4.1588411
19.43001,-4.1616297
19.431046,-4.1644258
19.436266,-4.1672301
19.436773,-4.1700459
19.439199,-4.1728659
19.45507,-4.175694
19.458916,-4.1785297
19.459398,-4.1813736
19.459738,-4.1842299
19.46137,-4.1870899
19.463318,-4.1899586
19.465857,-4.1928353
19.46977,-4.1957245
19.470236,-4.1986179
19.470491,-4.2015195
19.471914,-4.2044301
19.480879,-4.2073526
19.483055,-4.2102799
19.491257,-4.2132158
19.496138,-4.2161603
19.507868,-4.2191176
19.511856,-4.2220798
19.527872,-4.2250504
19.52828,-4.2280302
19.529009,-4.2310228
19.541439,-4.2340202
19.556326,-4.2370267
19.562803,-4.2400427
19.571123,-4.2430673
19.571249,-4.2461052
19.572201,-4.2491484
19.577911,-4.2522011
19.582699,-4.2552629
19.58284,-4.258338
19.584665,-4.2614188
19.585398,-4.2645092
19.58547,-4.2676086
19.586573,-4.2707224
19.58704,-4.2738414
19.587406,-4.2769704
19.590302,-4.2801089
19.593679,-4.2832618
19.607843,-4.2864203
19.608349,-4.2895889
19.614084,-4.2927675
19.614365,-4.2959609
19.614805,-4.2991595
19.619648,-4.3023691
19.621374,-4.3055887
19.630011,-4.3088183
19.633547,-4.3120632
19.649639,-4.3153143
19.650766,-4.3185759
19.653254,-4.3218484
19.656975,-4.3251357
19.668764,-4.3284297
19.66893,-4.3317342
19.669243,-4.3350501
19.671759,-4.3383813
19.671936,-4.3417192
19.675241,-4.345068
19.675623,-4.3484282
19.677061,-4.3518043
19.682163,-4.3551874
19.68475,-4.358582
19.685909,-4.3619881
19.687256,-4.3654103
19.687698,-4.3688397
19.688553,-4.3722811
19.696728,-4.3757343
19.697359,-4.379199
19.697458,-4.3826809
19.697828,-4.3861704
19.698805,-4.3896718
19.700085,-4.3931856
19.701839,-4.3967166
19.703167,-4.4002552
19.705015,-4.4038067
19.705587,-4.4073706
19.710552,-4.4109521
19.710619,-4.4145417
19.711504,-4.4181437
19.712151,-4.4217596
19.712406,-4.4253931
19.71389,-4.4290347
19.713955,-4.4326897
19.717787,-4.4363585
19.718781,-4.4400454
19.719526,-4.4437413
19.725443,-4.4474506
19.725508,-4.4511738
19.745018,-4.4549108
19.750849,-4.4586673
19.751202,-4.4624324
19.754835,-4.4662118
19.756733,-4.4700055
19.759159,-4.4738193
19.765079,-4.4776421
19.766127,-4.4814796
19.766197,-4.485332
19.766443,-4.4892044
19.766548,-4.4930868
19.766933,-4.496984
19.772545,-4.5008965
19.773825,-4.5048299
19.776661,-4.5087733
19.779491,-4.5127325
19.78191,-4.5167074
19.784204,-4.5207038
19.788094,-4.5247102
19.791651,-4.5287333
19.793581,-4.5327721
19.793722,-4.5368276
19.796579,-4.5409055
19.797945,-4.5449939
19.800472,-4.5490994
19.812092,-4.5532217
19.821693,-4.5573668
19.823448,-4.5615234
19.82687,-4.5656977
19.831156,-4.5698891
19.835091,-4.5741038
19.835588,-4.578331
19.841379,-4.5825758
19.843206,-4.5868387
19.851248,-4.591126
19.854506,-4.5954256
19.872684,-4.5997438
19.873501,-4.6040812
19.879358,-4.6084428
19.885012,-4.6128178
19.890459,-4.6172118
19.892328,-4.6216254
19.89258,-4.6260586
19.897457,-4.6305175
19.90015,-4.6349907
19.901886,-4.6394835
19.906446,-4.6439967
19.907478,-4.6485367
19.90871,-4.653091
19.910799,-4.6576662
19.917986,-4.6622624
19.922268,-4.6668859
19.926542,-4.671525
19.926575,-4.6761856
19.930607,-4.6808677
19.933294,-4.6855783
19.934477,-4.6903052
19.936623,-4.6950541
19.944408,-4.6998258
19.948103,-4.704627
19.948912,-4.709445
19.9545,-4.7142859
19.967657,-4.7191505
19.970982,-4.7240386
19.97171,-4.7289581
19.978416,-4.7338948
19.978613,-4.7388558
19.980692,-4.7438416
19.981594,-4.7488594
19.982224,-4.7538958
19.984499,-4.7589574
19.995859,-4.7640448
20.012207,-4.769165
20.013687,-4.7743049
20.03063,-4.7794714
20.042994,-4.7846642
20.043692,-4.7898917
20.050655,-4.7951393
20.051756,-4.8004146
20.057013,-4.8057179
20.05854,-4.8110571
20.058796,-4.8164172
20.059923,-4.8218064
20.079317,-4.8272247
20.084394,-4.8326721
20.085531,-4.8381577
20.08733,-4.8436656
20.087778,-4.8492036
20.093014,-4.854773
20.106646,-4.8603811
20.112053,-4.8660131
20.136749,-4.8716769
20.142994,-4.8773732
20.145187,-4.8831096
20.147549,-4.8888717
20.1586,-4.8946667
20.161116,-4.900496
20.164469,-4.9063673
20.16544,-4.9122648
20.166393,-4.9181976
20.175049,-4.9241657
20.182198,-4.9301782
20.189831,-4.9362187
20.191139,-4.9422956
20.198627,-4.94841
20.19865,-4.9545617
20.200445,-4.9607601
20.216742,-4.9669886
20.224384,-4.9732561
20.229181,-4.9795632
20.230556,-4.985919
20.236465,-4.9923067
20.240206,-4.9987359
20.245323,-5.0052061
20.245653,-5.0117278
20.254677,-5.0182829
20.25956,-5.0248814
20.260176,-5.0315237
20.261093,-5.0382199
20.263407,-5.0449514
20.266455,-5.0517292
20.277983,-5.0585527
20.287455,-5.065433
20.287909,-5.072351
20.290697,-5.0793176
20.295017,-5.0863328
20.296423,-5.0933976
20.297884,-5.1005225
20.309303,-5.1076889
20.310453,-5.1149068
20.316299,-5.1221771
20.318054,-5.1295109
20.325907,-5.1368885
20.344574,-5.144321
20.348095,-5.1518092
20.349091,-5.1593642
20.349373,-5.1669664
20.350195,-5.1746268
20.351133,-5.1823463
20.351313,-5.1901364
20.35549,-5.1979771
20.355747,-5.2058797
20.357443,-5.2138453
20.358189,-5.2218747
20.358332,-5.2299805
20.362688,-5.2381411
20.364805,-5.2463689
20.366858,-5.2546649
20.367237,-5.263042
20.376799,-5.2714782
20.377216,-5.2799859
20.378874,-5.2885671
20.383266,-5.2972341
20.383497,-5.3059649
20.384718,-5.3147726
20.385084,-5.3236589
20.385395,-5.3326368
20.386341,-5.3416839
20.389866,-5.3508134
20.393785,-5.3600268
20.39395,-5.369339
20.429367,-5.3787255
20.469584,-5.3882012
20.473429,-5.3977675
20.48031,-5.4074264
20.481508,-5.4171929
20.481966,-5.427042
20.484713,-5.4369888
20.485924,-5.4470358
20.487272,-5.4571991
20.496691,-5.467452
20.509274,-5.4778113
20.509912,-5.4882793
20.52235,-5.4988723
20.522869,-5.5095644
20.525511,-5.5203719
20.53606,-5.5312972
20.572037,-5.5423584
20.575367,-5.5535283
20.579679,-5.5648241
20.587025,-5.5762491
20.593801,-5.587822
20.6112,-5.5995145
20.620171,-5.6113448
20.629232,-5.6233172
20.631615,-5.6354346
20.640268,-5.6477175
20.655115,-5.6601357
20.670115,-5.6727104
20.671551,-5.6854453
20.678066,-5.6983624
20.679186,-5.7114301
20.679626,-5.7246709
20.7048,-5.7380896
20.708424,-5.7517095
20.710749,-5.7654982
20.710854,-5.77948
20.713758,-5.7936602
20.735369,-5.8080635
20.760296,-5.8226581
20.775219,-5.8374681
20.778605,-5.8525009
20.779396,-5.8677845
20.781921,-5.8832836
20.782543,-5.8990269
20.783232,-5.9150219
20.785561,-5.9312773
20.786566,-5.9478235
20.7896,-5.9646254
20.796186,-5.9817142
20.803675,-5.9991002
20.809202,-6.016818
20.823328,-6.034831
20.82358,-6.053174
20.828701,-6.0718598
20.831497,-6.0909281
20.838707,-6.1103401
20.85874,-6.130136
20.870871,-6.150332
20.877201,-6.1709728
20.878765,-6.1920195
20.884687,-6.2135191
20.891642,-6.2354903
20.892349,-6.257987
20.893518,-6.2809691
20.924318,-6.304492
20.956581,-6.3285818
20.957584,-6.3532658
20.957626,-6.3786101
20.957636,-6.4045773
20.957756,-6.4312367
20.976501,-6.4586263
20.981401,-6.4868269
21.012865,-6.5158048
21.043562,-6.5456481
21.050646,-6.5764093
21.054802,-6.6081915
21.056759,-6.6409707
21.058702,-6.6748614
21.059134,-6.7099409
21.09058,-6.7463465
21.093822,-6.7840753
21.111668,-6.8232832
21.111809,-6.8640914
21.112116,-6.9066958
21.129889,-6.9511342
21.130201,-6.9976392
21.130934,-7.0464129
21.131147,-7.0976882
21.131605,-7.1518116
21.16831,-7.208952
21.226374,-7.2695565
21.348545,-7.3340726
21.354982,-7.4031372
21.364307,-7.4772224
21.410894,-7.5572386
21.414103,-7.6442189
21.424656,-7.7396288
21.450922,-7.8449588
21.480572,-7.9627037
21.492712,-8.0961866
21.501738,-8.2504997
21.562342,-8.4327755
21.574755,-8.6558514
21.666969,-8.9434195
21.669994,-9.3493404
21.825531,-10.042488
22.127373,
